0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003607464,0.003607464,0.003607464,0.003607464,0.003607464,0.003607464,0.003607464,0.003607464,0,0,0,0,0,0,0
0.083711827,0.083711827,0.083711827,0.083711827,0.083711827,0.083711827,0.083711827,0.083711827,0,0,0,0,0,0,0
0.216285914,0.216285914,0.216285914,0.216285914,0.216285914,0.216285914,0.216285914,0.216285914,0,0,0,0,0,0,0
0.341292253,0.341292253,0.341292253,0.341292253,0.341292253,0.341292253,0.341292253,0.341292253,0,0,0,0,0,0,0
0.388275785,0.388275785,0.388275785,0.388275785,0.388275785,0.388275785,0.388275785,0.388275785,0,0,0,0,0,0,0
0.465883984,0.465883984,0.465883984,0.465883984,0.465883984,0.465883984,0.465883984,0.465883984,0,0,0,0,0,0,0
0.403052496,0.403052496,0.403052496,0.403052496,0.403052496,0.403052496,0.403052496,0.403052496,0,0,0,0,0,0,0
0.385604063,0.385604063,0.385604063,0.385604063,0.385604063,0.385604063,0.385604063,0.385604063,0,0,0,0,0,0,0
0.262214393,0.262214393,0.262214393,0.262214393,0.262214393,0.262214393,0.262214393,0.262214393,0,0,0,0,0,0,0
0.182798627,0.182798627,0.182798627,0.182798627,0.182798627,0.182798627,0.182798627,0.182798627,0,0,0,0,0,0,0
0.144674389,0.144674389,0.144674389,0.144674389,0.144674389,0.144674389,0.144674389,0.144674389,0,0,0,0,0,0,0
0.056896601,0.056896601,0.056896601,0.056896601,0.056896601,0.056896601,0.056896601,0.056896601,0,0,0,0,0,0,0
0.006783703,0.006783703,0.006783703,0.006783703,0.006783703,0.006783703,0.006783703,0.006783703,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001261291,0.001261291,0.001261291,0.001261291,0.001261291,0.001261291,0.001261291,0.001261291,0,0,0,0,0,0,0
0.050123125,0.050123125,0.050123125,0.050123125,0.050123125,0.050123125,0.050123125,0.050123125,0,0,0,0,0,0,0
0.166041347,0.166041347,0.166041347,0.166041347,0.166041347,0.166041347,0.166041347,0.166041347,0,0,0,0,0,0,0
0.269924037,0.269924037,0.269924037,0.269924037,0.269924037,0.269924037,0.269924037,0.269924037,0,0,0,0,0,0,0
0.369067509,0.369067509,0.369067509,0.369067509,0.369067509,0.369067509,0.369067509,0.369067509,0,0,0,0,0,0,0
0.439232385,0.439232385,0.439232385,0.439232385,0.439232385,0.439232385,0.439232385,0.439232385,0,0,0,0,0,0,0
0.470831144,0.470831144,0.470831144,0.470831144,0.470831144,0.470831144,0.470831144,0.470831144,0,0,0,0,0,0,0
0.398813534,0.398813534,0.398813534,0.398813534,0.398813534,0.398813534,0.398813534,0.398813534,0,0,0,0,0,0,0
0.317640908,0.317640908,0.317640908,0.317640908,0.317640908,0.317640908,0.317640908,0.317640908,0,0,0,0,0,0,0
0.225190802,0.225190802,0.225190802,0.225190802,0.225190802,0.225190802,0.225190802,0.225190802,0,0,0,0,0,0,0
0.125723911,0.125723911,0.125723911,0.125723911,0.125723911,0.125723911,0.125723911,0.125723911,0,0,0,0,0,0,0
0.047265618,0.047265618,0.047265618,0.047265618,0.047265618,0.047265618,0.047265618,0.047265618,0,0,0,0,0,0,0
0.007261374,0.007261374,0.007261374,0.007261374,0.007261374,0.007261374,0.007261374,0.007261374,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
